0011576364,[201907P1]
0011223672,[201907P1]
0013818095,[201907P1]
0008600317,[201907P1]
0011937474,[201907P1]
0015517585,[201907P1]
0010880289,[201907P1]
0010911298,[201907P1]
0013838740,[201907P1]
0012660815,[201907P1]
0009191366,[201907P1]
0010058097,[201907P1]
0014645172,[201907P1]
0011531047,[201907P1]
0012672150,[201907P1]
0012114605,[201907P1]
0010240060,[201907P1]
0014267523,[201907P1]
0013802066,[201907P1]
0010225684,[201907P1]
0013119314,[201907P1]
0013174200,[201907P1]
0008949675,[201907P1]
0013805920,[201907P1]
0011401660,[201907P1]
0014792089,[201907P1]
0015260326,[201907P1]
0015643080,[201907P1]
0013599929,[201907P1]
0014534083,[201907P1]
0012503565,[201907P1]
0011848092,[201907P1]
0010914863,[201907P1]
0014829927,[201907P1]
0009508707,[201907P1]
0015654939,[201907P1]
0014350705,[201907P1]
0015618552,[201907P1]
0008451222,[201907P1]
0015880090,[201907P1]
0012107408,[201907P1]
0014738006,[201907P1]
0006961734,[201907P1]
0014331459,[201907P1]
0015469264,[201907P1]
0013564931,[201907P1]
0013842244,[201907P1]
0015360112,[201907P1]
0013490101,[201907P1]
0015337916,[201907P1]
0013841546,[201907P1]
0014326571,[201907P1]
0012761226,[201907P1]
0015248587,[201907P1]
0009391007,[201907P1]
0006864201,[201907P1]
0014021659,[201907P1]
0013749551,[201907P1]
0014712299,[201907P1]
0015304312,[201907P1]
0015414512,[201907P1]
0012139323,[201907P1]
0009054403,[201907P1]
0013852263,[201907P1]
0010180813,[201907P1]
0009217820,[201907P1]
0010991887,[201907P1]
0010831510,[201907P1]
0014316260,[201907P1]
0013220526,[201907P1]
0015462457,[201907P1]
0015828594,[201907P1]
0009478969,[201907P1]
0014356678,[201907P1]
0010430415,[201907P1]
0010574160,[201907P1]
0011891041,[201907P1]
0014072703,[201907P1]
0010373637,[201907P1]
0015237565,[201907P1]
0013706455,[201907P1]
0010304526,[201907P1]
0008286847,[201907P1]
0013058248,[201907P1]
0011356570,[201907P1]
0014017484,[201907P1]
0010927596,[201907P1]
0014571849,[201907P1]
0015742846,[201907P1]
0010579255,[201907P1]
0015687727,[201907P1]
0014094564,[201907P1]
0014006079,[201907P1]
0015179407,[201907P1]
0012568292,[201907P1]
0012856924,[201907P1]
0011919820,[201907P1]
0014110726,[201907P1]
0013971055,[201907P1]
0015616432,[201907P1]
0013117232,[201907P1]
0010065124,[201907P1]
0015365627,[201907P1]
0015203519,[201907P1]
0014254112,[201907P1]
0014981821,[201907P1]
0008753140,[201907P1]
0015213252,[201907P1]
0012833348,[201907P1]
0012399683,[201907P1]
0014283428,[201907P1]
0012486435,[201907P1]
0014409702,[201907P1]
0014638341,[201907P1]
0009823388,[201907P1]
0011543893,[201907P1]
0012438954,[201907P1]
0014530335,[201907P1]
0015293413,[201907P1]
0015588690,[201907P1]
0014303322,[201907P1]
0013884645,[201907P1]
0014658593,[201907P1]
0010289007,[201907P1]
0012335924,[201907P1]
0008502552,[201907P1]
0011978489,[201907P1]
0011637821,[201907P1]
0012784848,[201907P1]
0012999691,[201907P1]
0009982859,[201907P1]
0015619233,[201907P1]
0014513099,[201907P1]
0011050096,[201907P1]
0014725481,[201907P1]
0014012138,[201907P1]
0008921213,[201907P1]
0012396917,[201907P1]
0013332291,[201907P1]
0011977778,[201907P1]
0012977755,[201907P1]
0014336181,[201907P1]
0010108030,[201907P1]
0009965710,[201907P1]
0013146799,[201907P1]
0014535102,[201907P1]
0013517833,[201907P1]
0010779651,[201907P1]
0014225333,[201907P1]
0012993624,[201907P1]
0014560143,[201907P1]
0010800894,[201907P1]
0000211417,[201907P1]
0015275795,[201907P1]
0015770171,[201907P1]
0014220330,[201907P1]
0011594536,[201907P1]
0009569811,[201907P1]
0014024726,[201907P1]
0013678672,[201907P1]
0011074056,[201907P1]
0014387727,[201907P1]
0014289913,[201907P1]
0014351156,[201907P1]
0009903248,[201907P1]
0010911697,[201907P1]
0015117925,[201907P1]
0012192164,[201907P1]
0012377400,[201907P1]
0015054242,[201907P1]
0012594051,[201907P1]
0014429289,[201907P1]
0010785448,[201907P1]
0013322644,[201907P1]
0009584036,[201907P1]
